the_review,year,month
"So cute and ergonomic, holds the charge really well probably due to its auto sleep mode and works like a charm!",2021,12
"I hated using this mouse. It was beautiful and matched the color of my laptop perfectly, but I couldn't get the cursor to move smoothly. I adjusted the setting on my laptop but ultimately ended up getting a different mouse, which worked perfectly.",2021,12
"Mouse doesn't track well.  It's also really flat and doesn't feel good in my hand. Wish it had a battery, rather that cord, or at least a battery backup. There is a hard notch right below the when, I don't know what it's for, bit it's uncomfortable and gets in the way of using the wheel.  Want to return, but I tossed the box it came in.",2021,12
It's  a good size for the work it does. Great price,2021,12
Out of the package my initial thoughts were that the product seemed very cheaply made and those thoughts were confirmed when after one month of use the product stopped working. Would not recommend this product.,2021,12
"It works fine however, sometimes it does not response when you move your hand. I also do not recognize when the DPI is activated or not. Also, when you click the bottom, it does not response so you have to press it more than one time for it works. Also, it is felt very plastic.",2021,12
Won’t work at all!,2021,12
Definitely worth the money,2021,12
"Ergonomically I find it to be too short and a bit uncomfortable. I bought it as a travel mouse so I could over look that, except that it barely works. Every time I have tried to use it it eventually gets super laggy and almost impossible to use. Turning it off and on again fixes it but only until it starts to lag again.",2021,12
"easy to use, charge lasts a long time",2021,12
"Really great mouse and affordable to buy and its mouse click is super smooth , i love it so much",2021,12
"Too flat, hard to use",2021,12
"It broke, the mouse is unresponsive the wheel is isolated. It is inconvenient having to charge the mouse every few uses through a cable. It 1",2021,12
Currently returning this product. Even after adjusting several things on it this mouse just doesn't do the job. Hard to click so when you do get a click in it's not where you wanted it.,2021,12
Didn’t work from the minute I opened it. Don’t waste your money.,2021,12
" This mouse is super cute, however its made out of all plastic and it stopped working. I tried using 6 different chargers including its own. I've left it charging for a few hours and nothing! Super disappointed.",2021,12
"I plugged it in to charge for 4 hours, the moment I unplugged it, it wouldn't turn on and wouldn't connect to my laptop. but if it was plugged in, it worked and connected. I wanted a wireless mouse, not something that needed to be plugged into a charger to work. im working from home on a laptop and wanted something that worked but now I have to wait longer for a mouse that actually works.",2021,12
"I liked the look, feel, and price of this mouse. However, after less than 3 months of moderate use, while playing a game, I clicked the ""wheel"" and it broke. This item was not made to last. Cheap and not worth the money in my opinion.",2021,12
"I had this mouse before without the LED lights, worked like a charm. But despite this version that says the LED lights are able to turn off...they DON'T. The switch on the bottom to shut off the lights do not work, the ""ON"" button shuts off the whole mouse instead of just the lights. So basically I'm stuck with annoying flashing lights.",2021,12
"It's really nice, exactly what I wanted except when it changes in light it does automatically and the transition is a bit glitchy at times ,but i still love it.",2021,12
This was a Christmas gift and the recipient was thrilled to death when gift was opened. I was given a demonstration soon after gift was opened. Looked great with the changing colors of the device.,2021,12
"Light weight, very easy to use, charging lasts for long, I like that it has the usb attachment in mouse making it perfect for travel",2021,12
"Overall, I really liked the mouse. I enjoyed the colors and the feel of it was very nice. The main problem I had is that I specifically bought it for work for my Mac laptop. The adapter didn't work at all. I had to keep holding it down at a specific angle in order to use it at all. Very disappointing......",2021,12
"I only used this mouse for a short while, but it works very well. I was able to connect it using the USB transmitter very easily.  It does what it is supposed to do",2021,12
"When I bought it expecting it to last more than a month, then last week I noticed something wasn't right. Sure enough the end oof the wire that plugs into the PC was breaking ..and I really was happy with it at first not having to buy batteries for it..",2021,12
"The color is spot on.It is ergonomic and more flat than arched.Sometimes I think it is too wide, but yet it's not.The price was right, the color choices were great.Overall happy that I found this mouse.It was for my Apple laptop as it didn't have one and  hated not having a mouse to navigate",2021,12
Like the quick response the mouse has.  Lights up and easy to manuever.  Love it.,2021,12
"I'm happy with my purchase! It wasn't an expensive mouse, it's wireless and rechargeable, all things I was looking for. It is a slim mouse which took some time for me to get used to. I only use it for office work tasks so I can't speak to other uses. However I don't notice any lags, delays or other issues. I do wish there was some way to control the colors but it's not a big deal. Also the top clear button clicks but I haven't figured out what that does.",2021,12
Doesn’t hold charge for very long. Has dead spots have to shake to get to move sometime,2021,12
Has a nice feel to it. Very smooth and responsive. Like the changing lights around the edge. Very colorful.,2021,12
This item is trash. Do not waste your money. I have only been able to use the mouse once without issue. Just do not work at all now.,2021,12
I loved this mouse until it stopped working after about a month of use. It is plugged in and charging but is not responding to movement after about ten minutes. I’ve tried multiple ports and turning it on and off but the thing won’t respond. It’s illuminating in just blue which it’s never done before. Don’t buy it,2021,12
"Works fine, nothing special and not quite as smooth as standard mouses you can get at big box stores for $25",2021,12
Hard to install. Gave up on its use.,2021,12
"I'm going back to basic and battery operated.  Lost charge at inconvenient times. then started being temperamental on taking a charge.  Now it won't take a charge at all. Worthless to me, waste of time and money!",2021,12
"The design and color is awesome ! I also bought this product for my b/f as well, and would definitly recommend this product to family and friends.  There is nothing to dislike about this product",2021,12
Worked effortlessly right out of the boxAnd the shipping was lightning fast,2021,11
I purchased this with the hope to use it for my home office to get rid of my corded mouse. I was very surprised when I was scrolling and all of the sudden the scroller seemed to sink deeper into the mouse. I took it apart in hopes to fix it only to find that the scroller just snapped off.,2021,12
"This product only lights up in red. Not multi colored as described or shown. Other than that that, it’s okay.",2021,12
Left button not working after 4 months…for $15 not worth it…save you money and look for a better one the last.,2021,12
This is the second time I’ve replaced this mouse and after being fully charged the power doesn’t come on. Will never buy again!The product support is nonexistent!,2021,12
Very lightweight and I like the looks of it but the right click button stopped working after a few months,2021,12
Great use,2021,12
I bought this at the end of August 2021 and it worked great until now. Now it won't hold a charge and I can't return it because it has been over the time. Very disappointed.,2021,12
"This mouse is prettt okay. It works fine and lights up pretty, which is a bonus. I’m not a fan of the feeling of clicking, though. I wish I bought a different mouse for that reason. But I will hold onto it for now.",2021,12
no one problem so far it works perfectly and the look is amazing,2021,12
"I bought this mouse to replace an older one that had just cracked.  I love the feature of charging them by USB in place of batteries.  So much more convenient.  Easy to setup, mouse clicks are completely silent which is also a nice feature.  The changing led color light on the inside is just a bonus that makes it looks cool.  Comfortable use, slim design and really like the no-slip material of the mouse.",2021,12
"I was searching for Bluetooth mouse. I found one, but didn't like the color. When I changed to the silver one, some how it switched off of Bluetooth.It is wireless and did work with the USB dongle.The buttons are quiet and the movement was smooth.Unfortunately I have a MAC and the USB ports are only USB-C. The mouse does come with an adapter, but this makes it stick out far and will get damaged.I had to return it.",2021,12
Mouse takes a long time to connect and I spend way to long to try to make it work. It got here fast though,2021,12
"Very sleek design, bought this as a Christmas gift for my son. It connected easily to his chromebook and the lights are pretty cool.",2021,12
"love the color changing led lights, easy to use, easy to charge. lets see how long it last",2021,12
Tested this out after charging it. So far so good.,2021,12
OMG what a piece of crap can't right clock seriously. Looks great & did like the slimmer line of it too bad don't work.,2021,12
"When I received this product the first time, it had come broken. The entire click pad was nearly separated from the base and couldn’t easily be snapped back into place. I sent in for a replacement and everything was all fine! They sent a replacement no problems. This was in April.Flash forward to December, a mere eight months. The mechanism that holds the scroll wheel somehow snapped apart and the scroll wheel is now 100% useless, which makes playing games a bit difficult, as many games use the scroll wheel. When to contact customer service? All contact is closed.Use caution when ordering this mouse. At first, the replacement I had been sent was good, despite it not exactly having any sort of indicator as to when the mouse needed to be charged; but if the scroll wheel’s mechanisms are gonna snap easily under potentially hard gaming sessions? Perhaps pass for something more heavy duty.",2021,12
Purchased for a Imac compter.  Seamless setup and operation.,2021,12
I ❤  not buying batteries!,2021,12
Don’t buy,2021,12
"This is a really great mouse; it works as designed.  Unfortunately, I don't have the patience for the very slow response time. It was aggravating waiting for it to respond to my finger commands. Needless to say, I got rid of it and bought something different.",2021,12
its just not good at all. the colors don't show as good as shown. It does not connect to MacBook and the mouse tracking his slow and horrible,2021,12
I love this mouse. It has a cute and ergonomic design and doesn’t need to be charged often. The only thing I don’t like about the matte black one is that it shows fingerprints easily.,2021,12
I've had this mouse for almost a month now and it's great quality and works awesome stays charged for a while I've only had to change it once and I use it for working at home several hours a day! Definitely recommend ! I got the pink one and it's so cute!!,2021,12
"Not only does this feel like the cheapest mouse I have ever had the displeasure of holding, the USB type C adapter is a loose fitting piece of junk.  Not even worth the hassle of returning.  This piece of garbage only flashes red for a second then quits doing anything else (even after being charged for 8 hours).  I have attached it to 4 different devices and nothing.  I guess you get what you pay for and I this instance...JUNK",2021,12
"Disappointed with this product, stops tracking after a few seconds of usage regardless of how I have it charged. Faulty product 👎🏽",2021,12
I like how sleak it is the sleep mode helps the battery life it seems to recharge pretty fast and work on almost any surface I'm happy with it and will be ordering more for my DVR!,2021,12
Worked okay for a little while but then it became glitchy so bought one that plugs in Works a little bit better for now,2021,12
Great,2021,11
"My previous mouse wheel stopped working. I love the shape, slim design of this mouse. The lights are pretty cool. It is so nice, if I forget to turn off, it goes to sleep. Very reactive. It is a Perfect replacement.UPDATE: only lasted 2 months. Now the pointer is not controllable. I have tried everything I can think of. Thought it was my laptop. Started using computer pad and the issue is not there. It is the mouse. Very disappointed so I am changing my review.",2021,12
I liked the sleep mode. Price is reasonable. I also liked the shape.,2021,12
Bought this for my kiddos laptop. She likes the lights and the almost weightless feeling. It was a good buy for the price and works great so far.,2021,12
Works as described. Nice design and functionality. Highly recommend.,2021,12
"So, I do like that the mouse fits well in my hand. Is very responsive and works very well for everyday use. I like that the mouse click is very quiet. I have had NO problems with the mouse so far. I would recommend this mouse as it works very well and you can also adjust the sensitivity, or how fast it tracks by adjusting the DPI. Nice feature to have.",2021,12
These stop working after a short while. Bought 4. They all have been returned. Spend a couple bucks more and buy a different unit,2021,12
"Mouse is nice, I thought there was an option to not have it light up since I don't need that function but the 3 options are off, one color, and alternating many colors. It only lights up while you are moving it and the light is off when its still. Glides good, clicks well. My only really issue with it is the scroller wheel can be a little unreliable, if i want to scroll down just a line or two it won't move and then if i scroll just a little faster it zooms down the page. Overall decent",2021,12
"its a cool little mouse, got it for work reasons like the RGB on it. works as intended. not really pricey.",2021,12
"This mouse works well and is easily rechargeable and portable. I wouldn’t recommend using it for gaming, but it’s perfect if you need a wireless mouse to take with your laptop.",2021,12
"Update 4.2.22: I tried charging more often and making sure I turned it off. Seems it doesn't last as long as I'd hoped. Switched back to battery operated Bluetooth mouse.Worked well for the time being. I bought 2 and the other is still working, for now. As of now, I've tried to use it on notebook, tablet, and desktop to ensure it's a connection issue. Maybe it's the battery, but I'm not sure. If sleep mode is active, the battery shouldn't be having issues in such a brief time of having it. It should last a few days after a full charge (overnight).",2021,12
Love the mouse my only downfall is that it’s very light and I’m used to a little heavier one so it’s something to get used too.,2021,12
1,2021,12
The mouse no matter how much I charge it no longer turns on or connects to my computer. I normally try to avoid making negative reviews but this is honestly not worth the money I spent on this. All I wanted was a mouse to help me work on my Macbook and this was just a huge disappointment.,2021,12
"I purchased this to replace a broken battery operated cordless mouse.  I think I dropped it one too many times. I thought I would give this rechargeable mouse a try. I hope that I won't have to recharge it too often.  I only had to do the initial charge so far, and I do a lot of clicking. I also chose this one for its flatter design.  My other one was higher, and after using it a long time my hand got stiff.  Maybe this one won't do that. So far it hasn't.",2021,12
Only worked a few weeks and thats it. Waste of money. Whats worse is I barely used it.,2021,12
The mouse only worked if it was plugged in not at all wireless like it says,2021,12
"So... my review after using this mouse for 2 months:- there are a lot of glitches that makes the cursor on screen jump from one area to another- the mouse STOPS WORKING in the middle even after making sure it is fully charged. You have to turn off the mouse, put the mouse on charge for an hour to get the mouse to start working again. I will not recommend this mouse to ANYONE!!!!- Couple days later... the mouse has completely stopped working and there's no customer service response.Update: The mouse is still not working. I have made three attempts so far to reach out to the company, but they don't respond. The quality of customer service: 0.Update 2. It’s been over 8 months since I got the replacement… even the replacement is horrible. It stops responding. The action time is delayed. When you left click… it doesn’t respond. This is even after I carefully keep the mouse.",2021,12
I have had this mouse for a while now. I love it! It's perfect size and the color change is probably my favorite part. I don't have to recharge it everyday but I really only use it for work. so I work an 8 hour day again it really doesn't need to be charged often. When it's time for a charge the color will start to shift to red. Everyone that's seen it has asked where I got it and that they want one!,2021,12
I bought 2 of these back in October for me and my mom. After a month and and a half of regular use for mine it no longer works. I thought I wasn't charging it enough until I opened my mom's. Hers brand new out the box did not work either. Very very disappointed. I will not be purchasing again. Do not but it isn't worth it.,2021,12
"This mouse was very useful and relatively enjoyable the first week and a half. At two weeks, it seemed to glitch. The cursor would jerk and freeze. So I connected the mouse to the charger. It was ok for a couple of days, but sadly succumbed to its cheapness this afternoon.Very cheaply made product. Maybe those 4/5 star reviews are bought?  Very disappointing.",2021,12
Loved this mouse and the battery last pretty long,2021,12
"So I teach prek and we have nap time. What caught my attention was the quiet clicker. I didn’t think it would be as quiet as it is, but it is extremely quiet. It’s also easy to set up and easy to use!",2021,12
"Positive quality, great color",2021,12
"I bought this 3 month ago was working perfectly fine until last week then for no reason it stop working properly. It's not responsive ,the cursor move does not match the movements of my hand and I can no longer use it.I just ordered another mouse from other brands",2021,12
"Good for the price, tracks kind of poorly and the LED colors are not great",2021,12
Easy for my 10 year old to set up and use. After 2 weeks the wheel broke.,2021,12
"It's extremely uncomfortable to use. Maybe if you're on a trip and need something to do the job, this will work.Definitely not for daily use, gaming, or work.",2021,12
Good gaming mouse . I use it to play game!,2021,12
"A very well-made mouse, responsive with no lag. Only issue is the lack of adaptability. No buttons so all procedures are what manufacturer has set in. I like the wireless operation and the lack of batteries.",2021,12
"I thought I was getting a better mouse by splurging on the more expensive option, but I guess that doesn't seem to matter.I would think I'd get a decent working product for 13 bucks but I guess that also doesn't seem to be a thing.Save yourself the trouble of thinking this is quality product and actually buy a mouse that works. I have had all similar issues of not working after about a month of use. I'm a broke college student and really wish I could have saved myself time and money.",2021,12
I just wanted a colorful mouse and this is what I expected. Its okay in ergonomics but I do not know much about ergonomics. Its okay for gaming but its not the best since its more of a office type mouse.,2021,12
"Truly a mediocre mouse, yes it lights up in different color but everything about this mouse is mediocre.  Cheap feel, the scroll does not work very well, the click is not very good, movement of actual mouse is not smooth.  Don't be taken in by the pictures....trust the previous poor reviews.",2021,12
"I was a bit skeptical about it being a “quiet” clicker but was pleased to learn it really is quiet. The clicks are greatly muffled and are soft to the…click. My only complaint is that the scrolling wheel does not click quietly.The lights are enjoyable but don’t display a constant stream of colors as they forcibly/manually change when moved or clicked. They otherwise will rotate when the mouse is left idle.Overall, it’s a really nice mouse to buy and use. Comfortable and light—kind of reminds me of the Apple mouse.",2021,12
"I loved this mouse.  I used it for a few hours of office work once every week or two.  So very light use in the scheme of things for a computer mouse. I received it end of June, and it is currently middle of December. So about 6 months until the roller/scroller part of the mouse broke.",2021,12
This mouse was extremely cheap,2021,12
Only used a few times and the left click broke. Might want to select a different one,2021,12
Hate how slow and moving action is.  Adjustments don't work.  Worse mouse ever had. Looks neat but that's all.,2021,12
This is the worst mouse every! I charged it over night with the usb still in my computer and then when i got up to use it in the morning it wasn't turning on.,2021,12
Amazing product able to take it where ever and connect when needed nice and small fits any where  a need for on the go!,2021,12
"I was looking for a simple, inexpensive wireless mouse to use on a server that I only have to access occasionally. This fit the bill perfectly. Drivers installed automatically from Windows 10 and I'm off to the races. Great price for a simple solution.",2021,12
"So far, it works great",2021,12
"This wireless rechargeable mouse is exactly what I wanted, its light and just the right size for my laptop. With so many options on Amazon I'm glad I chose this product, and the sleep mode function and colors are really cool, would recommend this product to anyone looking for a awesome mouse.",2021,12
The mouse worked adequately when it arrived.  After a couple weeks it started going through periods where the sensor was unresponsive one minute and then worked fine the next.  At this point its mostly unusuable.  It has an annoying habit of losing connection and suddenly staring straight up while gaming.  Makes fast paced competitive games nearly impossible.Waste your money on some other brand's piece of junk mouse.,2021,12
Very nice product.,2021,12
Bought it 4 months ago. Worked great in the beginning. Stopped working a few days ago. Had to go back to an old wire mouse I had. Not a happy camper.,2021,12
"It wasn't until my husband gave me his mouse to play my Sims 4 with that I realized how much I loved using one, even on a laptop. He said I could have his red and black one, but lo-and-behold, when I opened up Amazon and put in 'wireless mouse', I found my own type of dream mouse. I got the mint green colored one and honestly I'm obsessed with the glowing of the different colors. Great mouse, great price. I wish I needed more than one to be honest.",2021,12
"Charged the mouse over 1h, use it for 5min it completely drain out….. and it too late to return since I bought it months ago. What a wast.",2021,12
So I got this in the mail and immediately started using it. It worked great in the beginning. Super quiet and the color change is cool but after a week or two I was using it and it just stopped working. It would turn on but wouldn't work on my laptop and it was the only computer I have used it on. I can barely get it to move on the screen and then it just shuts off. But it really was great when I first got it.,2021,12
"USB-C adaptor is not working, but that's why I bought this mouse.",2021,12
Mousewheel doesn't work... yikes,2021,11
"This is the worst wireless mouse I've ever had the displeasure of using. I bought it thinking how bad can it really be, it just needs to connect to my laptop. Well, if this could be a negative star rating I would do it. If you stop moving the mouse for 10 seconds or more, you have to turn it off and then turn it back on again because it loses its tracking and doesn't respond to your movements. It doesn't have any accuracy while clicking things and its uncomfortable to use. IT IS GARBAGE.",2021,12
Complete trash. Would not charge.,2021,12
"Works great! No problems so far, lights up nicely.",2021,12
"I needed this for work, rechargeable, nice looking, easy to use  but broke after 3 weeks",2021,12
Exactly what the title says,2021,12
"I needed a slim, responsive mouse and I got exactly what I needed! I bought for work, and connected with no issues. I would definitely recommend for anyone looking for a reliable mouse. A+ customer service too.",2021,12
Type C adaptor does not go in the computer port properly so it doesn’t work.,2021,12
This didn't last 3 months before it stopped taking a charge. Will not be buying another one.,2021,12
Works well with something underneath otherwise it seems to “wander”. Besides that it feels great.,2021,12
It broke after only a week... the little thing in the middle to scroll stopped scrolling.. I got one just like it from Walmart for cheaper and it actually bluetooths to the computer.,2021,12
Very comfortable and the sleep mode works well It looks good too,2021,12
"just spend the extra money on a mouse that will actually last you more than TWO USES, I'm highly annoyed",2021,12
"This mouse is super clean-looking and connects fast. It not only recharges within 2 hours, but it lasts a long time. I've been using it pretty frequently for the past week and only charged it once. It's still going strong. I love how it lights up and it can be used on a mac or windows computer. Very light and easy to transport as well.",2021,12
"I initially loved this mouse. I liked the fact I could recharge it instead of batteries. However after the first week, it just stopped working. I have recharged it and still nothing.",2021,12
Mi laptop,2021,12
This thing literally started skipping after 5 minutes of use,2021,12
Love this product. Working from home and love the color! Works great,2021,12
I like this mouse because of the LEDs and the color. But the USB converter that it comes with is not reliable. I had to use a different one in order for the mouse to be usable. I have also noticed sometimes a lag in clicks so I wouldn’t suggest this for gaming or something where you need to be super responsive and precise,2021,12
"I bought this mouse in April 2021.  I liked it a lot for 8 1/2 months.  For the last few weeks, it has stopped tracking reliably and the battery dies within about a half hour.  Even if I try to use it plugged into the computer, it stops tracking and the lights dim.  I can't find any warranty information on it.  I feel like it should have lasted more than 9 months.  I think I'll buy a wireless mouse with a known brand name and hope for better luck.",2021,12
"Its just literally not working at all. I charged it for three hours and connected the USB to the adapter and plugged it in to my MacBook and it just does not work. I have turned it on and off, put the USB back in the mouse and tried again and again and it just will not work. Instructions were absolutely useless since it just said to turn the mouse on and off.",2021,12
"First purchase, I received the wrong color. They switched it out no problem. Second mouse came, and it stopped working within two -three weeks. Because of the shipping coming from overseas the whole process just made the product less appealing. Disappointed it stopped working so soon.",2021,12
I get so many compliments in the office about my mouse. It’s a huge hit in the office and now 4 coworkers own it in different colors,2021,12
I purchased this mouse for using with MacBook pro 2021. There is no lag while using it and is compatible with MacBook.,2021,12
"Okay, I understood that having a mouse with cool shifting lights was probably going to result in somewhat reduced battery life; I just didn’t expect THIS. The mouse seems to have no sleep mode (the lights stay on unless it’s completely switched off), and the battery lasts less than two days, brand new. I thought to myself that I could make that work by just remembering to plug it in at night, because I do like how the mouse feels and works ... except last night I plugged it in, and this morning, 10 hours later, it WASN’T DONE CHARGING. I have resorted to just keeping it plugged in all day while using it, which kind of defeats the purpose of having a wireless mouse in the first place, and ties up two USB ports instead of just one. Shame. Back to the drawing board on my mouse search.",2021,12
"overall I really like the mouse, but the scroll button doesn't work. Also, I was not able to find a way to contact the seller to resolve the issue.",2021,12
good product,2021,12
This mouse is sleek and looks great. But more importantly it works awesome. It moves smoothly and clicks like a whisper. I also love not having to change batteries every other day!! Buy this mouse! I am definitely going to buy an extra or 2!!!,2021,12
This mouse was bad quality.,2021,12
I used this mouse for a laptop. It slowly stopped holding a charge. Disappointed and happened after return item window closed.,2021,12
Super cool,2021,12
"Won't connect to my Dell laptop running Windows 10. And I'm not a computer illiterate moron either. This mouse just flashes a red light twice and doesn't connect. The system shows it's connected, but doesn't recognize. I'm returning to spend an extra ten bucks for a name brand Mouse that will work.",2021,12
"I’ve had for lass than a month and it already doesn’t work anymore. I left it on for a couple hours while i was away (fully charged and working perfectly when i left) and when i came home, it refused to work. i have charged it, i have taken out the usb and reinserted it and i have turned it off and on a million times and it just doesn’t work anymore. i am so incredibly disappointed and upset that this broke after less than a month and cannot return it as i don’t have the original packaging anymore. i would give negative stars if i could. i wish i could get my money back to buy a different mouse but unfortunately i can’t anymore. don’t waste your money on this.",2021,12
I'm using it at work and all day. The Battery lasted 6 days before a recharge. I ordered another one for home. This is a good product with a good price,2021,12
Love it!,2021,12
I loved this mouse! Until is stopped working after 3 months.,2021,12
 Nice for the price. Would buy again.,2021,12
"I bought this mouse because I needed a wireless mouse for work. It came in a cheap box written In mostly Chinese. It is a nice color and it was easy to setup. I used this for work for 2 weeks, and today, I went to use it and it stopped working. It didn’t register on the computer. I am sending this back for a refund and I’ll just get a logic tech.",2021,12
Slim and ergonomic mouse.  Cool LED lights while using it.,2021,12
"I bought this for my girlfriend and she loved it, I definitely would be buying one for myself soon!!",2021,12
"Very Quiet! Also, very easy to set up!",2021,12
Great mouse!  Love the lights when using it.,2021,12
I love the quiet click! No more obnoxious loud clicking.,2021,12
"I bought this mouse for a friend & he/she loves it... it is better than the mouse that comes built into he/her laptop... plus it was brought as a replacement for it...As for my friend, she tells me that she loves that it saves her a lot of money on batteries, & she also loves the cool extra lights it has & features on it...",2021,12
"The design of this mouse is nice - I have small hands and this mouse is somewhat small and flat. However, it doesn't have a very smooth movement.  I used it for about an hour and disconnected it from my laptop.",2021,12
"The mouse Clic is silent, it feels very ergonomic at hand, the battery lasts pretty good, my daughter loves itThe lights are so nice specially at night with the room lights offGive it a try",2021,12
So easy to set up and works great! I have had no issues so far. It is perfect also because it comes with a mac compatible connection port. It has made my work sooo much easier- It is smooth and easy to use. I love my new mouse!,2021,12
"After two weeks, the cover just plain separated and couldn't be snapped back on.",2021,12
"First use it connected right away. Has not worked since, don't waste your money.",2021,12
It works well.,2021,12
This is a great cordless mouse. It is rechargeable as long as the computer is on.  There is a place on the bottom to store the dongle if not in the computer.  If dropped it will come apart.  Unfortunately it does fly in a special education classroom.  A stronger shell would be great. Also an extra dongle in case you lose the first one.,2021,12
Unresponisve and choppy movement. Clicks fail to register. Horrible experience with gaming. Rgb looks bad. All around avoid.,2021,12
I bought two of these and both stopped working. This worked great until it just didnt. You cant even charge it anymore it will glow like it is charging and then nothing. Both of them died and stopped charging within a week of each other.,2021,12
"Nothing really to say, it didn’t work with my macbook",2021,12
"It advertise change of color of the light. Mine is only Red.The buttons I have to hit it very had (to the point that I started to click on the board, because my finger hurt.Very pretty, very sleek, so far works very good.",2021,12
Use for two weeks then it stop working. I tried charging it and everything.,2021,12
"If you are like me and have trouble using USB to USB-C converters (somehow I always end up with flaky ones that don't maintain a connection) be warned that this mouse uses the same method to support USB-C. It comes with a USB and USB-C adapter, however you have to plug the USB-C into the USB adapter to use it. You cannot use the USB-C adapter on its own. Which means I have a 2"" long, double adapter sticking out of my computer, just waiting to get knocked off. Had I known up front that the USB-C adapter required the USB adapter to work, I would not have made this purchase.",2021,12
"I bought this mouse not even a month ago, it quit working. I have had it plugged in for about 15 hours to charge it. Does not work. In order to use it I have to keep it plugged into the computer. Waist of money.",2021,12
"Sleek, good battery backup, auto sleep, LED lights, silent clicks",2021,12
"I bought this because I hate using the mouse pad on my laptop and it’s great to throw in my laptop bag and pull out when I need it. It charges by plugging it into the laptop but I haven’t had to do that yet besides giving it a full charge when I opened it up the first time. It does go into sleep mode to save the battery which took a minute to figure out but once you realize that it’s not broken, just asleep, it’s all good! Overall it’s just a basic wireless mouse that works well and is sleek and portable.",2021,12
I really like this mouse for work. I use mine all day I charge it on Wednesday mid week and leave it charging Friday over the weekend. Works completely fine. I'm coming back and buying two more. I had to come buy more because I dropped mine and it cracked open that's the only reason why. Not because it stopped working but because I broke mine so this time in also getting a backup! My work laptop is a Mac and I'd rather much buy this mouse than the expensive Apple one.,2021,12
"The idea of this mouse sounded nice and fun. However, I was very disappointed to see that the usb is slightly bigger than other usb cables and it did not fit into my laptop, or any other usb port for that matter. Perhaps this one was defective, but this was unacceptable. I would give zero stars if I could.",2021,12
This mouse works great with my new laptop for business use. Very pretty and sleek. Love the led lights.,2021,12
"i followed all instructions, nothing happened, and the mouse does not work at all, nothing pops up linking the mouse to my computer",2021,12
"And it's only wireless half the time. The other half you'll have it plugged in and charging because a charge doesn't last very long. That's why they give you that little short charging wire that plugs in the front of the mouse. That makes it hard to use when charging. Everyone knows it's easier to drag a chain up a hill than to push it up. Well, everyone but these people.Update - the battery has completely gone dead. It won't even take a charge anymore after only three months. You have to keep it plugged into your laptop at all times, and even then it goes dead occasionally if you use it too much or too fast. You have to wait 10 to 20 seconds for it to ""charge"" just so you can use it for another 5 seconds. It's even worse than the 2 star rating I gave it originally.",2021,12
Definitely serves a purpose and matches my decor.,2021,12
The wheel breaks easily,2021,12
End up returning it within 2 weeks of purchase.  This is light (not in a good way) weight.  Feels like its cheaply made. My clicks and moves were not in sync when I clicked the mouse to my new Surface Laptop.,2021,11
for browsing,2021,11
 Great design overall. Let’s see how long this mouse lasts me. Love that the noise clicking is very quiet. I also love the glossed turquoise color. No problem connecting to the Bluetooth on my computer.,2021,11
It twitches only the screen and I constantly click the wrong thing even when it’s not physically moving,2021,11
Tried to take this to and from work and the wheel in the center is no longer functional,2021,11
"I am a fan on jelly bean type of mouse. I had a previous jelly bean mouse that I ended up giving to a family member and was searching for another one to replace it and I came across this one. The lights is the one that did the trick for me here, just love the lights, other than that its a nice, light mouse, could have been a little shorter, its a longer mouse compared to my previous one, but other than that very functional and light and can be carried in the pockets to meetings in offices which is what I do primarily with this one.",2021,11
I really love this mouse for my laptop. I don’t have to worry about changing out batteries. It doesn’t take long to charge but charge last awhile with normal use. Bought one for myself and a second for my daughter.,2021,11
I bought this product 2 months ago. The wireless had good range. You can use it while charging. Color led looks good during night time. Simple and handy. Fast charging. ON OFF buttons. Worth for money.,2021,11
It took one week of using this mouse before deciding to just get a better quality mouse.,2021,11
"Wow, this mouse is pretty. I choose the gold colored one and i like it. Connecting to my laptop was simple, just plug and play. Plus the slim design fits great in my laptop bag.",2021,11
Actually the mouse is pretty nice design and the button are also quite smoothWould definitely recommend,2021,11
"This mouse is sleek and cool looking.  It's fun to use and everyone is envious of it because it lights up.  Best mouse I have ever got.  I want another for my desktop, I use this one on my laptop.  Best buy for the money and so cool too!!!",2021,11
"great product, no issues",2021,11
cannot wait to use. seems to be really nice,2021,11
I like it cause I don’t have to spend money on batteries,2021,11
"Used it twice! Was so happy with it! Worked great! Tried to use it the last 2 days and it doesn’t work at all! Turn it on, light comes on, then turns off and won’t turn back on. Not pleased!",2021,11
 It’s a good mouse led good im still trying learn how it works but so far so good for now,2021,11
Works well. Worth it,2021,11
USB C adapter doesn't work and light on mouse fuzzes out when plugged into a different computer that allows for usb.,2021,11
"Great product and packaging overall, durable materialsSmooth point and (silent) click featureEasy to follow instructionsBright led lights make this mouse FUN for any age! (bonus:you can opt to turn the led function off if/when needed)Tired of all that clicking?  This mouse is for you with the silent clickDefinitely a product worth owning!",2021,11
For my laptop and received it the next day.,2021,11
Exactly as described.  Works great fir my chromebook.,2021,11
The product is good and operates well.,2022,08
